BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,UNRESRICTED_STOCK,STOCK_UNIT,STOCK_SELL_VALUE,CURRENCY
1/31/2024,CHINA-WAREHOUSE,MAT-0156,N5558A,475,KG,3605,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0156,N3631A,1250,KG,9488,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0156,N8164A,0,KG,5693,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0156,N6530A,0,KG,6641,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0156,N9204A,0,KG,1144952,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0156,N7663A,1250,KG,9488,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0156,N9407A,1325,KG,10057,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0156,N4387A,1150,KG,8729,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0156,N7952A,13675,KG,103793,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0379,E7326A,50,KG,146,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0379,E4510A,1125,KG,3285,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0379,E3752A,247125,KG,721605,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0379,E9813A,82450,KG,240754,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0379,E9973A,0,KG,26645,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0351,4842B,6825,KG,25526,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0385,M2584B,650,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0150,P5297A,775,KG,3069,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0150,P9201A,76350,KG,302346,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0150,P1963A,153000,KG,605880,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0268,P2678A,25,KG,878,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0268,P6306A,1200,KG,8424,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0268,P1957A,146850,KG,1031589,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0268,P5011A,22500,KG,157950,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0268,P9955A,229500,KG,1611090,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0006,P6244A,3850,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0276,5252A8860,49400,KG,100776,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0276,1576A9952,4125,KG,8415,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0386,5595A7743,725,KG,1515,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0386,2495A6397,1350,KG,2822,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0386,7257A2196,1325,KG,2769,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0386,1516A3574,1325,KG,2769,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0386,5591A3159,1250,KG,2613,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0386,8854A9016,1325,KG,2769,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0386,3919A6300,1325,KG,2769,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0386,2276A1150,1350,KG,2822,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0386,8617A1424,1350,KG,2822,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0386,1821A1128,23375,KG,48854,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0386,8979A2597,75625,KG,158056,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0386,2993A2608,49500,KG,103455,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0386,7553A2383,22000,KG,45980,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0386,6811A5696,81050,KG,169395,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0386,9533A2024,39875,KG,83339,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0386,2146A1919,24700,KG,51623,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0380,4607A1326,525,KG,1097,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0380,8843A3640,15125,KG,31611,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0380,2593A2216,16350,KG,34172,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0380,2045A2314,24750,KG,51728,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0055,2340A3046,0,KG,115215,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0055,3352A8529,975,KG,2555,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0055,8232A8755,11000,KG,28820,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0055,8441A6028,13750,KG,36025,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0055,3111A2026,13750,KG,36025,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0055,3103A5393,87750,KG,229905,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0055,8879A8820,21950,KG,57509,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0055,7543A6859,6875,KG,18013,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0055,8943A7033,65925,KG,172724,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0055,3068A4991,89275,KG,233901,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0055,8800A2884,68650,KG,179863,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0055,7455A5543,9625,KG,25218,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0055,1943A3039,13725,KG,35960,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0055,1924A5267,75525,KG,197876,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0055,2697A1882,52175,KG,136699,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0055,9047A7243,42575,KG,111547,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0202,1636A5119,2750,KG,5473,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0202,4893A6535,35750,KG,71143,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0202,6749A5486,8225,KG,16368,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0202,2637A4058,2750,KG,5473,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0202,2088A8246,1300,KG,2587,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0202,3103A9292,83875,KG,166911,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0202,8540A7532,15050,KG,29950,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0202,8000A2879,42625,KG,106714,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0202,3473A5299,1300,KG,19005,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0007,7032A1944,850,KG,1777,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0007,8078A2201,23375,KG,48854,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0007,3156A2561,8250,KG,17243,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0007,1553A8969,83800,KG,175142,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0317,R2819A,500,KG,3675,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0317,R7052A,167600,KG,1231860,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0317,S4433A,25,KG,184,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0317,S6066A,217125,KG,1595869,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0277,S3693A,51925,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0323,P5994A,525,KG,3707,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0323,P3613A,1100,KG,7766,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0323,P3281A,1400,KG,9884,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0323,P6535A,1100,KG,7766,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0323,P7395A,1350,KG,10237,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0323,P4366A,1450,KG,10237,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0323,P4713A,1300,KG,9884,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0323,P5026A,1425,KG,10061,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0323,P9706A,1325,KG,10061,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0323,P4196A,1450,KG,10237,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0323,P9069A,133500,KG,942510,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0323,P7500A,51000,KG,360060,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0323,P6351A,76500,KG,540090,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0056,8173A,1175,KG,6521,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0056,5285A,24725,KG,137224,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0056,3794A,99000,KG,549450,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0056,1265A,24750,KG,137363,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0387,6043B,1950,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0387,6175B,18850,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0206,V3568A,425,KG,6885,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0206,V4935A,925,KG,14985,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0206,V6782A,179775,KG,2912355,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0206,V6548A,74800,KG,1211760,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0206,V2597A,149875,KG,2427975,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0206,V4428A,184700,KG,2992140,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0324,V7662A,500,KG,6790,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0324,V7598A,39875,KG,541503,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0324,V6452A,127275,KG,1728395,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0324,V7863A,186100,KG,2527238,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0324,V5307A,203550,KG,2764209,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0203,7652A,4125,KG,11014,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0203,3263A,1375,KG,3671,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0278,3409A,11325,KG,32050,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0278,5611A,21800,KG,61694,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0278,8185A,6400,KG,18112,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0278,3409A,0,KG,93107,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0084,S9394A,0,KG,212850,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0084,S2896A,115075,KG,494823,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0318,R9214A,1125,KG,4838,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0318,S2436A,75,KG,323,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0318,S2529A,197925,KG,851078,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0269,M3319B,12375,KG,26854,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0337,P1941A,1000,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0325,E9454A,109525,KG,493958,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0325,E2304A,148450,KG,669510,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0325,E2801A,148500,KG,669735,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0325,E9560A,148450,KG,669510,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0416,E2278A,23225,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0416,E4145A,50725,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0416,E5306A,189575,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0416,E5995A,296775,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0326,M5140B,0,KG,59390,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0326,M1036A,42525,KG,116519,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0326,M9936A,41175,KG,112820,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0014,SCRAP,22,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0151,R4687A,3375,KG,15221,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0151,R9913A,144325,KG,650906,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0428,R7762A,215675,KG,972694,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0015,R1353A,19100,KG,86141,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0015,R7302A,407000,KG,1835570,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0015,R8859A,38450,KG,247825,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0015,R6289A,550850,KG,2595956,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0015,R4544A,144600,KG,1321881,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0015,S4665B,0,KG,31006,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0015,S9010A,24375,KG,109931,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0015,S4758A,0,KG,110157,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0015,S7448A,0,KG,787108,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0015,S4916A,0,KG,334868,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0015,S7159A,0,KG,111623,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0015,S3806A,0,KG,97980,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0015,S1422A,0,KG,248163,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0015,S2743A,0,KG,111397,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0249,2238I6028PCA,1150,KG,7475,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0249,8224K5575PAE,11000,KG,71500,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0249,7225K3515PAF,13750,KG,89375,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0230,E7161A,0,KG,297017,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0279,SCRAP,1654,KG,3424,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0294,SCRAP,1199,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0327,M7975A,16500,KG,61710,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0327,M5973A,37775,KG,141279,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0327,M6379B,4125,KG,15428,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0327,M9336A,24750,KG,92565,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0327,M4807B,63250,KG,236555,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0327,M4250A,20575,KG,76951,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0327,M5685B,27500,KG,102850,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0327,M7282A,20625,KG,77138,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0327,M8181A,28875,KG,107993,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0356,M8777A,4125,KG,15428,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0356,M1932A,46350,KG,173349,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0356,M4247B,46650,KG,174471,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0356,M1571A,13725,KG,51332,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0328,V3418A,600,KG,5658,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0328,V6002A,1325,KG,12495,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0328,V1465A,110950,KG,1046259,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0328,V2943A,143925,KG,1357213,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0328,V5279A,151450,KG,1428174,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0270,V7805A,425,KG,4063,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0270,V2874A,1350,KG,12906,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0270,V2994A,74875,KG,715805,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0270,V8468A,170925,KG,1634043,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0270,V5370A,76500,KG,731340,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0111,4986A6798,67375,KG,402903,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0111,2314A1116,12375,KG,74003,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0352,2836G1716QDA,2200,KG,14872,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0352,8918G7063QAC,16500,KG,111540,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0329,8219E2072QAC,24375,KG,164775,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0330,5045F1981QCE,24350,KG,164606,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0213,8457A,35650,KG,99820,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0213,5651A,55000,KG,154000,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0213,4166A,1375,KG,3850,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0152,M1002B,40950,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0381,S4759A,49400,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0137,R2891A,116800,KG,526768,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0137,R1653A,272150,KG,1339019,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0137,S6786A,175,KG,789,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0234,5950A7479,2750,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0234,2094A8341,9625,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0234,5765A3014,9625,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0234,7126A7354,31900,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0234,3381A2056,31625,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0234,7363A2227,77725,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0234,6826A1490,11000,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0234,6803A8892,17875,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0234,6882A2720,53525,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0234,6517A3139,83700,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0234,1962A6152,6875,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0234,6457A7438,1375,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0234,2448A3125,83875,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0234,1249A8354,20625,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0234,9224A8988,82425,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0234,1311A5830,56375,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0234,4745A4995,1375,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0234,4638A4587,22000,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0234,9645A4711,83825,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0234,1966A4211,27500,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0234,3972A1747,1375,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0331,SCRAP,12,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0157,P5056A,100,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0157,P6032A,600,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0396,E4534A,64125,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0396,E2075A,42550,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0158,P2370A,33850,KG,241012,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0158,P8698A,177000,KG,1260240,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0064,P9563A,49875,KG,197505,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0235,V6102A,725,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0177,1165,2500,KG,7850,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0229,6940A,50,KG,157,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0229,8731A,74200,KG,232988,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0229,2944A,52175,KG,163830,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0229,1052A,46750,KG,146795,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0388,E1013A,0,KG,5882,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0388,E1037A,0,KG,10247,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0388,E2257A,0,KG,9867,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0388,E6816A,0,KG,9867,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0388,E9867A,0,KG,9108,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0388,E4608A,0,KG,72295,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0388,E6321A,0,KG,6831,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0388,E9825A,0,KG,40796,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0388,E7896A,99000,KG,751410,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0057,S9024A,33075,KG,251039,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0389,V6077A,1125,KG,12814,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0389,V4490A,1325,KG,15092,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0389,V1015A,1125,KG,12814,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0389,V3661A,1375,KG,15661,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0389,V7744A,265375,KG,3022621,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0389,V5648A,189000,KG,2152710,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0389,V1139A,71900,KG,818941,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0389,V9035A,76500,KG,871335,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0389,V3758A,76500,KG,871335,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0389,V8412A,360000,KG,4100400,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0389,V4732A,320925,KG,3655336,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0389,V5253A,211450,KG,2408416,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0102,V6100A,24700,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0159,V8634A,63650,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0159,V8003A,173975,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0271,8428A2431,600,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0338,L4158A,450,KG,1782,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0338,L2737A,36000,KG,142560,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0214,2321A,5000,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0214,SCRAP,25,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0390,M5484B,825,KG,3762,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0390,M3138A,200,KG,912,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0390,M4547B,1250,KG,5700,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0390,M8396B,11000,KG,50160,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0390,M1287B,5500,KG,25080,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0390,M3249B,59050,KG,269268,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0390,M6561A,43950,KG,200412,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0112,M4211C,1300,KG,5928,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0112,M8426B,48025,KG,218994,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0113,M9219A,2750,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0113,M5165A,12375,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0113,M1862B,15125,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0113,M9125A,56375,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0113,M7290A,66725,KG,0,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0215,8639B,49100,KG,183634,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0215,3689A,8250,KG,30855,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0215,3837A,12375,KG,46283,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0215,1282A,12375,KG,46283,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0215,3349B,24700,KG,92378,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0032,P4800D,5875,KG,23265,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0032,P3148A,550,KG,2178,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0032,P9945A,1325,KG,5247,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0032,P3808A,1100,KG,4356,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0032,P2832A,7500,KG,29700,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0032,P9566A,16500,KG,65340,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0032,P4331A,314950,KG,1247202,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0032,P2314A,152900,KG,605484,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0114,L4708A,108850,KG,431046,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0178,P7281A,2525,KG,9999,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0065,1669A,0,KG,134969,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0065,6283A,38675,KG,169345,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0065,4401A,19575,KG,52265,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0065,3602A,45350,KG,121085,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0065,1292A,87900,KG,234693,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0065,5488A,20000,KG,53400,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0065,4233A,2750,KG,7343,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0065,8470G,6875,KG,18356,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0065,7556I,43900,KG,117213,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0065,3931E,21950,KG,58607,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0065,2888F,48050,KG,128294,CNY
1/31/2024,CHINA-WAREHOUSE,MAT-0065,6042G,47950,KG,128027,CNY
